127.0.0.1 - - [03/Apr/2014:15:46:16 +0530] "GET / HTTP/1.1" 404 951
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:03:45 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:04:59 +0530] "GET /e_mandi/index.jsp HTTP/1.1" 200 4080
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:05:18 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:06:48 +0530] "GET /e_mandi/ HTTP/1.1" 200 4080
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:07:06 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 4106
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:07:39 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 309
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:07:54 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 4106
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:08:56 +0530] "POST /e_mandi/Validate HTTP/1.1" 200 4106
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:09:03 +0530] "GET /e_mandi/vegitable.jsp HTTP/1.1" 200 4211
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:11:09 +0530] "GET /e_mandi/vegitable.jsp HTTP/1.1" 200 4211
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:15:17 +0530] "GET /e_mandi/index.jsp HTTP/1.1" 200 4080
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:15:21 +0530] "GET /e_mandi/admin.jsp HTTP/1.1" 200 3666
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:15:25 +0530] "POST /e_mandi/itemReg.jsp HTTP/1.1" 200 4028
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:16:35 +0530] "POST /e_mandi/ItemUpload HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:16:45 +0530] "GET /e_mandi/show.jsp HTTP/1.1" 200 675
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:22:04 +0530] "GET /e_mandi/ HTTP/1.1" 200 4080
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:22:07 +0530] "GET /e_mandi/admin.jsp HTTP/1.1" 200 3666
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:22:08 +0530] "POST /e_mandi/itemReg.jsp HTTP/1.1" 200 4028
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:22:29 +0530] "POST /e_mandi/ItemUpload HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:25:06 +0530] "GET /e_mandi/ HTTP/1.1" 200 4080
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:25:07 +0530] "GET /e_mandi/admin.jsp HTTP/1.1" 200 3666
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:25:10 +0530] "POST /e_mandi/itemReg.jsp HTTP/1.1" 200 4028
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:25:24 +0530] "POST /e_mandi/ItemUpload HTTP/1.1" 200 75
0:0:0:0:0:0:0:1 - - [03/Apr/2014:16:28:13 +0530] "GET /e_mandi/vegitable.jsp HTTP/1.1" 200 4211
